frame,object_id,lat_dist,long_dist,abs_vel,rel_vel,is_cipv,lane_association,lane_right_boundary,lane_left_boundary,ego_vel,ego_acc,ego_yaw
1001100000,3705,-0.050371036,55.71057129,3.55971694,0.945728064,0,1,-1.749529123,1.750505686,2.613988638,5.719839573,-0.073247583
1001100000,3709,-3.567498207,76.17427063,4.0677104,1.453721881,0,2,-1.749529123,1.750505686,2.613988638,5.719839573,-0.073247583
1001100000,3706,-3.55019784,55.63190079,2.663886786,0.049898144,0,2,-1.749529123,1.750505686,2.613988638,5.719839573,-0.073247583
1001150000,3703,-3.526981115,43.87507248,2.260840178,-0.245333225,0,2,-1.749773264,1.750261545,2.506173134,-2.156345129,-0.078201047
1001150000,3698,3.478924751,33.02267075,9.266474724,6.760300636,0,3,-1.749773264,1.750261545,2.506173134,-2.156345129,-0.078201047
1001150000,3702,-0.025381941,37.78134918,4.272455215,1.766282201,1,1,-1.749773264,1.750261545,2.506173134,-2.156345129,-0.078201047
1001150000,3708,-0.047966931,79.33728027,5.67154789,3.165374517,0,1,-1.749773264,1.750261545,2.506173134,-2.156345129,-0.078201047
1001150000,3701,3.46339345,57.48972321,3.911475658,1.405302286,0,3,-1.749773264,1.750261545,2.506173134,-2.156345129,-0.078201047
1001150000,3705,-0.035106994,55.77403641,4.012759209,1.506585717,0,1,-1.749773264,1.750261545,2.506173134,-2.156345129,-0.078201047
1001150000,3709,-3.547336817,76.25745392,4.327590466,1.821417451,0,2,-1.749773264,1.750261545,2.506173134,-2.156345129,-0.078201047
